ISO,scenario,d
MDA,22,119.0
ROU,22,2654.0
RUS,22,4902.0
RWA,22,251.0
LCA,22,7.0
WSM,22,6.0
STP,22,2.0
SAU,22,1031.0
SEN,22,145.0
SRB,22,308.0
SLE,22,78.0
SGP,22,1309.0
SVK,22,1194.0
SVN,22,579.0
SLB,22,11.0
SOM,22,432.0
ZAF,22,1349.0
SSD,22,146.0
ESP,22,9076.0
LKA,22,398.0
SDN,22,872.0
SUR,22,19.0
SWE,22,2014.0
CHE,22,1730.0
SYR,22,556.0
TJK,22,109.0
TZA,22,844.0
THA,22,2404.0
NLD,22,4387.0
GMB,22,15.0
TLS,22,22.0
TGO,22,139.0
TTO,22,44.0
TUN,22,383.0
TUR,22,14749.0
TKM,22,81.0
UGA,22,1302.0
UKR,22,1639.0
ARE,22,1205.0
GBR,22,15360.0
URY,22,151.0
UZB,22,555.0
VUT,22,5.0
VEN,22,1022.0
VNM,22,2985.0
YEM,22,877.0
ZMB,22,164.0
ZWE,22,529.0
USA,23,85619.0
AFG,23,499.0
ALB,23,47.0
DZA,23,833.0
AGO,23,536.0
ARG,23,1697.0
ARM,23,53.0
AUS,23,8221.0
AUT,23,1508.0
AZE,23,199.0
BHS,23,54.0
BHR,23,235.0
BGD,23,1930.0
BRB,23,45.0
BLR,23,384.0
BEL,23,3512.0
BLZ,23,8.0
BEN,23,180.0
BTN,23,9.0
BOL,23,187.0
BIH,23,81.0
BWA,23,28.0
BRA,23,6675.0
BRN,23,85.0
BGR,23,889.0
BFA,23,292.0
BDI,23,193.0
CPV,23,15.0
KHM,23,394.0
CMR,23,546.0
CAN,23,11124.0
CAF,23,75.0
TCD,23,281.0
CHL,23,591.0
CHN,23,37181.0
COL,23,1735.0
COM,23,11.0
COD,23,860.0
COG,23,219.0
CRI,23,179.0
CIV,23,394.0
HRV,23,705.0
CUB,23,388.0
CYP,23,265.0
CZE,23,1855.0
DNK,23,1247.0
DJI,23,20.0
DOM,23,304.0
ECU,23,707.0
EGY,23,2729.0
SLV,23,160.0
GNQ,23,29.0
ERI,23,85.0
EST,23,256.0
SWZ,23,13.0
ETH,23,3660.0
FJI,23,21.0
FIN,23,1116.0
FRA,23,17726.0
GUF,23,10.0
PYF,23,45.0
GAB,23,36.0
GEO,23,456.0
DEU,23,19043.0
GHA,23,459.0
GRC,23,2148.0
GUM,23,15.0
GTM,23,398.0
GIN,23,145.0
GNB,23,21.0
GUY,23,17.0
HTI,23,199.0
HND,23,294.0
HUN,23,2001.0
ISL,23,70.0
IND,23,28759.0
IDN,23,8392.0
IRN,23,2786.0
IRQ,23,1506.0
IRL,23,1103.0
ISR,23,2437.0
ITA,23,14766.0
JAM,23,113.0
JPN,23,23525.0
JOR,23,422.0
KAZ,23,1260.0
KEN,23,1451.0
PRK,23,369.0
KOR,23,7103.0
KWT,23,671.0
KGZ,23,100.0
LAO,23,230.0
LVA,23,288.0
LBN,23,265.0
LSO,23,17.0
LBR,23,57.0
LBY,23,207.0
LTU,23,577.0
LUX,23,127.0
MDG,23,732.0
MWI,23,400.0
MYS,23,4998.0
MDV,23,13.0
MLI,23,245.0
MLT,23,87.0
MRT,23,68.0
MUS,23,139.0
MEX,23,4366.0
MNG,23,29.0
MNE,23,138.0
MAR,23,1117.0
MOZ,23,542.0
MMR,23,1271.0
NAM,23,57.0
NPL,23,322.0
NZL,23,1060.0
NIC,23,159.0
NER,23,255.0
NGA,23,4778.0
MKD,23,67.0
NOR,23,1285.0
OMN,23,760.0
PAK,23,6531.0
PAN,23,122.0
PNG,23,280.0
PRY,23,233.0
PER,23,1215.0
PHL,23,3239.0
POL,23,6149.0
PRT,23,2142.0
QAT,23,333.0
MDA,23,112.0
ROU,23,2713.0
RUS,23,5573.0
RWA,23,222.0
LCA,23,6.0
WSM,23,7.0
STP,23,1.0
SAU,23,1418.0
SEN,23,196.0
SRB,23,311.0
SLE,23,69.0
SGP,23,1312.0
SVK,23,1096.0
SVN,23,415.0
SLB,23,14.0
SOM,23,490.0
ZAF,23,1437.0
SSD,23,134.0
ESP,23,8516.0
LKA,23,377.0
SDN,23,1129.0
SUR,23,18.0
SWE,23,1991.0
CHE,23,2018.0
SYR,23,748.0
TJK,23,93.0
TZA,23,725.0
THA,23,2188.0
NLD,23,3940.0
GMB,23,18.0
TLS,23,22.0
TGO,23,162.0
TTO,23,40.0
TUN,23,230.0
TUR,23,12281.0
TKM,23,76.0
UGA,23,1245.0
UKR,23,1225.0
ARE,23,1236.0
GBR,23,17148.0
URY,23,154.0
UZB,23,560.0
VUT,23,6.0
VEN,23,818.0
VNM,23,2272.0
YEM,23,621.0
ZMB,23,270.0
ZWE,23,404.0
USA,24,78388.0
AFG,24,729.0
ALB,24,65.0
DZA,24,1045.0
AGO,24,539.0
ARG,24,1995.0
ARM,24,68.0
AUS,24,8393.0
AUT,24,1711.0
AZE,24,272.0
BHS,24,58.0
BHR,24,288.0
BGD,24,1948.0
BRB,24,48.0
BLR,24,339.0
BEL,24,3687.0
BLZ,24,5.0
BEN,24,181.0
BTN,24,8.0
BOL,24,264.0
BIH,24,82.0
BWA,24,41.0
BRA,24,2563.0
BRN,24,85.0
BGR,24,1038.0
BFA,24,272.0
BDI,24,193.0
CPV,24,19.0
KHM,24,459.0
CMR,24,578.0
CAN,24,10292.0
CAF,24,91.0
TCD,24,203.0
CHL,24,577.0
CHN,24,27735.0
COL,24,2104.0
COM,24,13.0
COD,24,775.0
COG,24,216.0
CRI,24,209.0
CIV,24,385.0
HRV,24,754.0
CUB,24,325.0
CYP,24,304.0
CZE,24,2161.0
DNK,24,1398.0
DJI,24,24.0
DOM,24,237.0
ECU,24,993.0
EGY,24,3310.0
SLV,24,198.0
GNQ,24,24.0
ERI,24,89.0
EST,24,249.0
SWZ,24,10.0
ETH,24,3125.0
FJI,24,27.0
FIN,24,1240.0
FRA,24,14169.0
GUF,24,15.0
PYF,24,37.0
GAB,24,39.0
GEO,24,559.0
DEU,24,17686.0
GHA,24,605.0
GRC,24,1984.0
GUM,24,15.0
GTM,24,478.0
GIN,24,203.0
GNB,24,16.0
GUY,24,16.0
HTI,24,223.0
HND,24,363.0
HUN,24,1925.0
ISL,24,58.0
IND,24,22529.0
IDN,24,7783.0
IRN,24,2060.0
IRQ,24,1697.0
IRL,24,1415.0
ISR,24,2546.0
ITA,24,14904.0
JAM,24,81.0
JPN,24,21621.0
JOR,24,438.0
KAZ,24,1675.0
KEN,24,1505.0
PRK,24,492.0
KOR,24,7425.0
KWT,24,615.0
KGZ,24,83.0
LAO,24,184.0
LVA,24,346.0
LBN,24,340.0
LSO,24,20.0
LBR,24,96.0
LBY,24,220.0
LTU,24,597.0
LUX,24,117.0
MDG,24,673.0
MWI,24,345.0
MYS,24,3679.0
MDV,24,10.0
MLI,24,179.0
MLT,24,97.0
MRT,24,47.0
MUS,24,141.0
MEX,24,4691.0
MNG,24,31.0
MNE,24,136.0
MAR,24,1102.0
MOZ,24,597.0
MMR,24,885.0
NAM,24,64.0
NPL,24,323.0
NZL,24,1152.0
NIC,24,224.0
NER,24,277.0
NGA,24,4128.0
MKD,24,76.0
NOR,24,1363.0
OMN,24,756.0
PAK,24,5763.0
PAN,24,120.0
PNG,24,253.0
PRY,24,180.0
PER,24,1184.0
PHL,24,3575.0
POL,24,6250.0
PRT,24,2249.0
QAT,24,389.0
MDA,24,116.0
ROU,24,2780.0
RUS,24,4539.0
RWA,24,256.0
LCA,24,5.0
WSM,24,6.0
STP,24,2.0
SAU,24,1110.0
SEN,24,180.0
SRB,24,451.0
SLE,24,87.0
SGP,24,1488.0
SVK,24,1115.0
SVN,24,484.0
SLB,24,10.0
SOM,24,386.0
ZAF,24,1824.0
SSD,24,142.0
ESP,24,9826.0
LKA,24,429.0
SDN,24,1084.0
SUR,24,21.0
SWE,24,1890.0
CHE,24,1694.0
SYR,24,671.0
TJK,24,89.0
TZA,24,869.0
THA,24,1836.0
NLD,24,3749.0
GMB,24,15.0
TLS,24,21.0
TGO,24,154.0
TTO,24,57.0
TUN,24,312.0
TUR,24,16323.0
TKM,24,73.0
UGA,24,1240.0
UKR,24,1292.0
ARE,24,976.0
GBR,24,17813.0
URY,24,181.0
UZB,24,526.0
VUT,24,6.0
VEN,24,752.0
VNM,24,2406.0
YEM,24,876.0
ZMB,24,242.0
ZWE,24,426.0
USA,25,98265.0
AFG,25,417.0
ALB,25,58.0
DZA,25,1194.0
AGO,25,530.0
ARG,25,1858.0
ARM,25,59.0
AUS,25,7489.0
AUT,25,1467.0
AZE,25,237.0
BHS,25,59.0
BHR,25,226.0
BGD,25,1973.0
BRB,25,42.0
BLR,25,468.0
BEL,25,3343.0
BLZ,25,6.0
BEN,25,203.0
BTN,25,7.0
BOL,25,312.0
BIH,25,84.0
BWA,25,39.0
BRA,25,5638.0
BRN,25,85.0
BGR,25,933.0
BFA,25,299.0
BDI,25,257.0
CPV,25,20.0
KHM,25,390.0
CMR,25,586.0
CAN,25,9262.0
CAF,25,79.0
TCD,25,328.0
CHL,25,531.0
CHN,25,31495.0
COL,25,1426.0
COM,25,12.0
COD,25,1098.0
COG,25,195.0
CRI,25,252.0
CIV,25,349.0
HRV,25,647.0
CUB,25,369.0
CYP,25,248.0
CZE,25,2094.0
DNK,25,1313.0
DJI,25,22.0
DOM,25,207.0
ECU,25,715.0
EGY,25,2786.0
SLV,25,154.0
GNQ,25,25.0
ERI,25,97.0
EST,25,257.0
SWZ,25,12.0
ETH,25,2933.0
FJI,25,23.0
FIN,25,966.0
FRA,25,15064.0
GUF,25,11.0
PYF,25,37.0
GAB,25,31.0
GEO,25,457.0
DEU,25,17248.0
GHA,25,502.0
GRC,25,1951.0
GUM,25,18.0
GTM,25,361.0
GIN,25,151.0
GNB,25,17.0
GUY,25,17.0
HTI,25,208.0
HND,25,346.0
HUN,25,1852.0
ISL,25,55.0
IND,25,21976.0
IDN,25,7260.0
IRN,25,2659.0
IRQ,25,1740.0
IRL,25,988.0
ISR,25,1908.0
ITA,25,13225.0
JAM,25,105.0
JPN,25,21037.0
JOR,25,346.0
KAZ,25,1384.0
KEN,25,1526.0
PRK,25,530.0
KOR,25,7442.0
KWT,25,773.0
KGZ,25,90.0
LAO,25,178.0
LVA,25,387.0
LBN,25,344.0
LSO,25,20.0
LBR,25,97.0
LBY,25,196.0
LTU,25,650.0
LUX,25,107.0
MDG,25,796.0
MWI,25,331.0
MYS,25,4717.0
MDV,25,13.0
MLI,25,189.0
MLT,25,86.0
MRT,25,61.0
MUS,25,141.0
MEX,25,4081.0
MNG,25,29.0
MNE,25,126.0
MAR,25,1186.0
MOZ,25,639.0
MMR,25,1013.0
NAM,25,65.0
NPL,25,319.0
NZL,25,1018.0
NIC,25,206.0
NER,25,286.0
NGA,25,4789.0
MKD,25,65.0
NOR,25,1270.0
OMN,25,698.0
PAK,25,5424.0
PAN,25,132.0
PNG,25,254.0
PRY,25,263.0
PER,25,1307.0
PHL,25,3180.0
POL,25,4897.0
PRT,25,2374.0
QAT,25,332.0
MDA,25,112.0
ROU,25,2552.0
RUS,25,4599.0
RWA,25,216.0
LCA,25,8.0
WSM,25,8.0
STP,25,2.0
SAU,25,1341.0
SEN,25,176.0
SRB,25,336.0
SLE,25,100.0
SGP,25,1340.0
SVK,25,939.0
SVN,25,470.0
SLB,25,11.0
SOM,25,370.0
ZAF,25,1503.0
SSD,25,133.0
ESP,25,10998.0
LKA,25,433.0
SDN,25,1006.0
SUR,25,19.0
SWE,25,1982.0
CHE,25,1775.0
SYR,25,664.0
TJK,25,106.0
TZA,25,590.0
THA,25,2858.0
NLD,25,4468.0
GMB,25,18.0
TLS,25,25.0
TGO,25,149.0
TTO,25,44.0
TUN,25,339.0
TUR,25,15381.0
TKM,25,78.0
UGA,25,1433.0
UKR,25,1317.0
ARE,25,1275.0
GBR,25,17926.0
URY,25,165.0
UZB,25,562.0
VUT,25,6.0
VEN,25,890.0
VNM,25,2794.0
YEM,25,463.0
ZMB,25,233.0
ZWE,25,380.0
USA,26,96653.0
AFG,26,547.0
ALB,26,67.0
DZA,26,1172.0
AGO,26,569.0
ARG,26,1040.0
ARM,26,65.0
AUS,26,7317.0
AUT,26,1567.0
AZE,26,267.0
BHS,26,48.0
BHR,26,229.0
BGD,26,1886.0
BRB,26,44.0
BLR,26,333.0
BEL,26,3251.0
BLZ,26,6.0
BEN,26,223.0
BTN,26,9.0
BOL,26,218.0
BIH,26,91.0
BWA,26,34.0
BRA,26,6169.0
BRN,26,88.0
BGR,26,914.0
BFA,26,214.0
BDI,26,221.0
CPV,26,14.0
KHM,26,405.0
CMR,26,572.0
CAN,26,9693.0
CAF,26,75.0
TCD,26,326.0
CHL,26,518.0
CHN,26,28556.0
COL,26,2112.0
COM,26,10.0
COD,26,1214.0
COG,26,229.0
CRI,26,170.0
CIV,26,540.0
HRV,26,588.0
CUB,26,441.0
CYP,26,296.0
CZE,26,2004.0
DNK,26,1366.0
DJI,26,21.0
DOM,26,231.0
ECU,26,531.0
EGY,26,3493.0
SLV,26,145.0
GNQ,26,24.0
ERI,26,88.0
EST,26,294.0
SWZ,26,16.0
ETH,26,2488.0
FJI,26,30.0
FIN,26,1061.0
FRA,26,14531.0
GUF,26,11.0
PYF,26,47.0
GAB,26,35.0
GEO,26,408.0
DEU,26,14463.0
GHA,26,570.0
GRC,26,2144.0
GUM,26,16.0
GTM,26,379.0
GIN,26,100.0
GNB,26,25.0
GUY,26,20.0
HTI,26,152.0
HND,26,308.0
HUN,26,1868.0
ISL,26,60.0
IND,26,29419.0
IDN,26,6748.0
IRN,26,2635.0
IRQ,26,1643.0
IRL,26,1056.0
ISR,26,2351.0
ITA,26,12000.0
JAM,26,89.0
JPN,26,20925.0
JOR,26,445.0
KAZ,26,1367.0
KEN,26,1242.0
PRK,26,512.0
KOR,26,6402.0
KWT,26,615.0
KGZ,26,85.0
LAO,26,188.0
LVA,26,407.0
LBN,26,266.0
LSO,26,17.0
LBR,26,70.0
LBY,26,223.0
LTU,26,457.0
LUX,26,133.0
MDG,26,725.0
MWI,26,431.0
MYS,26,4997.0
MDV,26,16.0
MLI,26,236.0
MLT,26,80.0
MRT,26,52.0
MUS,26,126.0
MEX,26,4284.0
MNG,26,31.0
MNE,26,164.0
MAR,26,1197.0
MOZ,26,438.0
MMR,26,978.0
NAM,26,57.0
NPL,26,405.0
NZL,26,1233.0
NIC,26,207.0
NER,26,264.0
NGA,26,3611.0
MKD,26,62.0
NOR,26,1294.0
OMN,26,860.0
PAK,26,3960.0
PAN,26,128.0
PNG,26,236.0
PRY,26,228.0
PER,26,1552.0
PHL,26,3350.0
POL,26,6486.0
PRT,26,2222.0
QAT,26,353.0
MDA,26,118.0
ROU,26,2396.0
RUS,26,4082.0
RWA,26,208.0
LCA,26,7.0
WSM,26,6.0
STP,26,2.0
SAU,26,1140.0
SEN,26,157.0
SRB,26,371.0
SLE,26,93.0
SGP,26,1349.0
SVK,26,1114.0
SVN,26,465.0
SLB,26,11.0
SOM,26,338.0
ZAF,26,1428.0
SSD,26,151.0
ESP,26,8546.0
LKA,26,411.0
SDN,26,1213.0
SUR,26,16.0
SWE,26,2002.0
CHE,26,1781.0
SYR,26,832.0
TJK,26,88.0
TZA,26,762.0
THA,26,2164.0
NLD,26,3781.0
GMB,26,18.0
TLS,26,21.0
TGO,26,145.0
TTO,26,55.0
TUN,26,279.0
TUR,26,13552.0
TKM,26,73.0
UGA,26,1617.0
UKR,26,1370.0
ARE,26,1220.0
GBR,26,16497.0
URY,26,163.0
UZB,26,524.0
VUT,26,5.0
VEN,26,823.0
VNM,26,2816.0
YEM,26,767.0
ZMB,26,310.0
ZWE,26,403.0
USA,27,87255.0
AFG,27,579.0
ALB,27,62.0
DZA,27,706.0
AGO,27,397.0
ARG,27,1611.0
ARM,27,71.0
AUS,27,6651.0
AUT,27,1586.0
AZE,27,210.0
BHS,27,51.0
BHR,27,270.0
BGD,27,1879.0
BRB,27,54.0
BLR,27,332.0
BEL,27,3526.0
BLZ,27,6.0
BEN,27,162.0
BTN,27,7.0
BOL,27,272.0
BIH,27,86.0
BWA,27,44.0
BRA,27,5443.0
BRN,27,92.0
BGR,27,769.0
BFA,27,251.0
BDI,27,196.0
CPV,27,19.0
KHM,27,333.0
CMR,27,615.0
CAN,27,8863.0
CAF,27,104.0
TCD,27,345.0
CHL,27,761.0
CHN,27,29963.0
COL,27,1641.0
COM,27,8.0
COD,27,1137.0
COG,27,214.0
CRI,27,225.0
CIV,27,509.0
HRV,27,666.0
CUB,27,425.0
CYP,27,301.0
CZE,27,1897.0
DNK,27,1393.0
DJI,27,20.0
DOM,27,347.0
ECU,27,655.0
EGY,27,3520.0
SLV,27,177.0
GNQ,27,24.0
ERI,27,83.0
EST,27,277.0
SWZ,27,13.0
ETH,27,2331.0
FJI,27,27.0
FIN,27,921.0
FRA,27,14947.0
GUF,27,10.0
PYF,27,45.0
GAB,27,38.0
GEO,27,479.0
DEU,27,17806.0
GHA,27,482.0
GRC,27,2301.0
GUM,27,14.0
GTM,27,362.0
GIN,27,188.0
GNB,27,21.0
GUY,27,15.0
HTI,27,198.0
HND,27,351.0
HUN,27,2017.0
ISL,27,61.0
IND,27,21698.0
IDN,27,8392.0
IRN,27,2950.0
IRQ,27,1469.0
IRL,27,1319.0
ISR,27,2505.0
ITA,27,14566.0
JAM,27,97.0
JPN,27,22726.0
JOR,27,378.0
KAZ,27,1417.0
KEN,27,1586.0
PRK,27,478.0
KOR,27,7224.0
KWT,27,663.0
KGZ,27,92.0
LAO,27,173.0
LVA,27,354.0
LBN,27,284.0
LSO,27,18.0
LBR,27,79.0
LBY,27,165.0
LTU,27,606.0
LUX,27,114.0
MDG,27,687.0
MWI,27,379.0
MYS,27,4531.0
MDV,27,18.0
MLI,27,212.0
MLT,27,88.0
MRT,27,61.0
MUS,27,137.0
MEX,27,3807.0
MNG,27,30.0
MNE,27,143.0
MAR,27,801.0
MOZ,27,557.0
MMR,27,932.0
NAM,27,71.0
NPL,27,306.0
NZL,27,1011.0
NIC,27,198.0
NER,27,214.0
NGA,27,6468.0
MKD,27,61.0
NOR,27,1152.0
OMN,27,823.0
PAK,27,5560.0
PAN,27,125.0
PNG,27,238.0
PRY,27,264.0
PER,27,1102.0
PHL,27,2812.0
POL,27,5458.0
PRT,27,2243.0
QAT,27,323.0
MDA,27,117.0
ROU,27,2810.0
RUS,27,4352.0
RWA,27,168.0
LCA,27,6.0
WSM,27,8.0
STP,27,2.0
SAU,27,1273.0
SEN,27,205.0
SRB,27,334.0
SLE,27,78.0
SGP,27,1264.0
SVK,27,984.0
SVN,27,471.0
SLB,27,11.0
SOM,27,475.0
ZAF,27,1505.0
SSD,27,172.0
ESP,27,7211.0
LKA,27,449.0
SDN,27,990.0
SUR,27,18.0
SWE,27,2089.0
CHE,27,1834.0
SYR,27,818.0
TJK,27,101.0
TZA,27,586.0
THA,27,2548.0
NLD,27,3979.0
GMB,27,20.0
TLS,27,23.0
TGO,27,176.0
TTO,27,47.0
TUN,27,357.0
TUR,27,12914.0
TKM,27,74.0
UGA,27,953.0
UKR,27,1633.0
ARE,27,1105.0
GBR,27,17719.0
URY,27,168.0
UZB,27,472.0
VUT,27,5.0
VEN,27,956.0
VNM,27,2396.0
YEM,27,926.0
ZMB,27,247.0
ZWE,27,450.0
USA,28,91637.0
AFG,28,661.0
ALB,28,60.0
DZA,28,1178.0
AGO,28,566.0
ARG,28,1459.0
ARM,28,74.0
AUS,28,7356.0
AUT,28,1374.0
AZE,28,238.0
BHS,28,41.0
BHR,28,241.0
BGD,28,1608.0
BRB,28,52.0
BLR,28,281.0
BEL,28,3234.0
BLZ,28,6.0
BEN,28,211.0
BTN,28,7.0
BOL,28,246.0
BIH,28,91.0
BWA,28,40.0
BRA,28,4460.0
BRN,28,88.0
BGR,28,780.0
BFA,28,334.0
BDI,28,248.0
CPV,28,19.0
KHM,28,363.0
CMR,28,567.0
CAN,28,8671.0
CAF,28,72.0
TCD,28,296.0
CHL,28,568.0
CHN,28,31106.0
COL,28,1760.0
COM,28,10.0
COD,28,1205.0
COG,28,252.0
CRI,28,205.0
CIV,28,466.0
HRV,28,622.0
CUB,28,424.0
CYP,28,277.0
CZE,28,1925.0
DNK,28,1488.0
DJI,28,19.0
DOM,28,237.0
ECU,28,615.0
EGY,28,3201.0
SLV,28,145.0
GNQ,28,22.0
ERI,28,82.0
EST,28,349.0
SWZ,28,13.0
ETH,28,2597.0
FJI,28,25.0
FIN,28,1175.0
FRA,28,17161.0
GUF,28,11.0
PYF,28,44.0
GAB,28,29.0
GEO,28,500.0
DEU,28,18281.0
GHA,28,437.0
GRC,28,1587.0
GUM,28,17.0
GTM,28,362.0
GIN,28,181.0
GNB,28,27.0
GUY,28,17.0
HTI,28,209.0
HND,28,333.0
HUN,28,1889.0
ISL,28,60.0
IND,28,19498.0
IDN,28,6456.0
IRN,28,2574.0
IRQ,28,1635.0
IRL,28,1055.0
ISR,28,2073.0
ITA,28,12754.0
JAM,28,95.0
JPN,28,21428.0
JOR,28,436.0
KAZ,28,1604.0
KEN,28,1201.0
PRK,28,501.0
KOR,28,5958.0
KWT,28,794.0
KGZ,28,90.0
LAO,28,206.0
LVA,28,371.0
LBN,28,313.0
LSO,28,17.0
LBR,28,62.0
LBY,28,232.0
LTU,28,588.0
LUX,28,127.0
MDG,28,685.0
MWI,28,357.0
MYS,28,4535.0
MDV,28,14.0
MLI,28,132.0
MLT,28,74.0
MRT,28,73.0
MUS,28,136.0
MEX,28,4677.0
MNG,28,39.0
MNE,28,169.0
MAR,28,1161.0
MOZ,28,565.0
MMR,28,980.0
NAM,28,43.0
NPL,28,193.0
NZL,28,1239.0
NIC,28,206.0
NER,28,329.0
NGA,28,3726.0
MKD,28,61.0
NOR,28,1221.0
OMN,28,723.0
PAK,28,4622.0
PAN,28,101.0
PNG,28,229.0
PRY,28,219.0
PER,28,1295.0
PHL,28,2832.0
POL,28,5759.0
PRT,28,2042.0
QAT,28,339.0
MDA,28,99.0
ROU,28,2754.0
RUS,28,4501.0
RWA,28,256.0
LCA,28,7.0
WSM,28,8.0
STP,28,2.0
SAU,28,1543.0
SEN,28,184.0
SRB,28,380.0
SLE,28,93.0
SGP,28,1375.0
SVK,28,1072.0
SVN,28,538.0
SLB,28,11.0
SOM,28,331.0
ZAF,28,1448.0
SSD,28,162.0
ESP,28,9101.0
LKA,28,563.0
SDN,28,939.0
SUR,28,21.0
SWE,28,1833.0
CHE,28,1827.0
SYR,28,766.0
TJK,28,92.0
TZA,28,749.0
THA,28,2314.0
NLD,28,4371.0
GMB,28,20.0
TLS,28,29.0
TGO,28,164.0
TTO,28,56.0
TUN,28,331.0
TUR,28,15465.0
TKM,28,86.0
UGA,28,1397.0
UKR,28,1363.0
ARE,28,1321.0
GBR,28,16484.0
URY,28,212.0
UZB,28,605.0
VUT,28,5.0
VEN,28,727.0
VNM,28,2520.0
YEM,28,711.0
ZMB,28,252.0
ZWE,28,368.0
USA,29,91524.0
AFG,29,706.0
ALB,29,69.0
DZA,29,1175.0
AGO,29,562.0
ARG,29,1141.0
ARM,29,82.0
AUS,29,7347.0
AUT,29,1736.0
AZE,29,269.0
BHS,29,56.0
BHR,29,243.0
BGD,29,1794.0
BRB,29,46.0
BLR,29,253.0
BEL,29,3918.0
BLZ,29,7.0
BEN,29,195.0
BTN,29,8.0
BOL,29,223.0
BIH,29,115.0
BWA,29,45.0
BRA,29,5935.0
BRN,29,86.0
BGR,29,981.0
BFA,29,269.0
BDI,29,237.0
CPV,29,16.0
KHM,29,436.0
CMR,29,666.0
CAN,29,10594.0
CAF,29,69.0
TCD,29,349.0
CHL,29,715.0
CHN,29,39926.0
COL,29,1852.0
COM,29,13.0
COD,29,1186.0
COG,29,239.0
CRI,29,207.0
CIV,29,538.0
HRV,29,733.0
CUB,29,428.0
CYP,29,275.0
CZE,29,2210.0
DNK,29,1398.0
DJI,29,26.0
DOM,29,276.0
ECU,29,826.0
EGY,29,4073.0
SLV,29,166.0
GNQ,29,31.0
ERI,29,83.0
EST,29,307.0
SWZ,29,13.0
ETH,29,2691.0
FJI,29,30.0
FIN,29,1143.0
FRA,29,14551.0
GUF,29,12.0
PYF,29,48.0
GAB,29,33.0
GEO,29,535.0
DEU,29,16258.0
GHA,29,569.0
GRC,29,2024.0
GUM,29,15.0
GTM,29,350.0
GIN,29,183.0
GNB,29,18.0
GUY,29,15.0
HTI,29,191.0
HND,29,339.0
HUN,29,1826.0
ISL,29,63.0
IND,29,23600.0
IDN,29,6547.0
IRN,29,2478.0
IRQ,29,1922.0
IRL,29,1237.0
ISR,29,2306.0
ITA,29,14663.0
JAM,29,102.0
JPN,29,24530.0
JOR,29,474.0
KAZ,29,1390.0
KEN,29,1342.0
PRK,29,356.0
KOR,29,6865.0
KWT,29,759.0
KGZ,29,95.0
LAO,29,160.0
LVA,29,360.0
LBN,29,371.0
LSO,29,18.0
LBR,29,70.0
LBY,29,196.0
LTU,29,610.0
LUX,29,122.0
MDG,29,744.0
MWI,29,383.0
MYS,29,4357.0
MDV,29,11.0
MLI,29,215.0
MLT,29,96.0
MRT,29,68.0
MUS,29,140.0
MEX,29,3746.0
MNG,29,32.0
MNE,29,155.0
MAR,29,1137.0
MOZ,29,583.0
MMR,29,930.0
NAM,29,62.0
NPL,29,265.0
NZL,29,1011.0
NIC,29,212.0
NER,29,248.0
NGA,29,3970.0
MKD,29,64.0
NOR,29,1202.0
OMN,29,819.0
PAK,29,4776.0
PAN,29,119.0
PNG,29,238.0
PRY,29,189.0
PER,29,1051.0
PHL,29,2838.0
POL,29,5382.0
PRT,29,2137.0
QAT,29,344.0
MDA,29,118.0
ROU,29,2500.0
RUS,29,5178.0
RWA,29,232.0
LCA,29,7.0
WSM,29,6.0
STP,29,2.0
SAU,29,1251.0
SEN,29,192.0
SRB,29,350.0
SLE,29,80.0
SGP,29,1291.0
SVK,29,1118.0
SVN,29,467.0
SLB,29,10.0
SOM,29,449.0
ZAF,29,1411.0
SSD,29,135.0
ESP,29,9504.0
LKA,29,473.0
SDN,29,918.0
SUR,29,20.0
SWE,29,1873.0
CHE,29,1646.0
SYR,29,760.0
TJK,29,84.0
TZA,29,768.0
THA,29,2491.0
NLD,29,3826.0
GMB,29,22.0
TLS,29,27.0
TGO,29,166.0
TTO,29,47.0
TUN,29,290.0
TUR,29,15787.0
TKM,29,85.0
UGA,29,1067.0
UKR,29,1305.0
ARE,29,1123.0
GBR,29,13339.0
URY,29,208.0
UZB,29,512.0
VUT,29,6.0
VEN,29,800.0
VNM,29,2514.0
YEM,29,904.0
ZMB,29,216.0
ZWE,29,359.0
USA,30,83716.0
AFG,30,670.0
ALB,30,60.0
DZA,30,1198.0
AGO,30,383.0
ARG,30,1582.0
ARM,30,70.0
AUS,30,7098.0
AUT,30,1626.0
AZE,30,186.0
BHS,30,54.0
BHR,30,224.0
BGD,30,2033.0
BRB,30,46.0
BLR,30,385.0
BEL,30,3095.0
BLZ,30,5.0
BEN,30,220.0
BTN,30,7.0
BOL,30,218.0
BIH,30,91.0
BWA,30,36.0
BRA,30,6055.0
BRN,30,85.0
BGR,30,904.0
BFA,30,266.0
BDI,30,288.0
CPV,30,17.0
KHM,30,396.0
CMR,30,574.0
CAN,30,10206.0
CAF,30,91.0
TCD,30,220.0
CHL,30,575.0
CHN,30,34723.0
COL,30,2037.0
COM,30,12.0
COD,30,1012.0
COG,30,200.0
CRI,30,235.0
CIV,30,511.0
HRV,30,658.0
CUB,30,424.0
CYP,30,259.0
CZE,30,2245.0
DNK,30,1486.0
DJI,30,23.0
DOM,30,201.0
ECU,30,566.0
EGY,30,3237.0
SLV,30,164.0
GNQ,30,27.0
ERI,30,97.0
EST,30,286.0
SWZ,30,11.0
ETH,30,2962.0
